id,tokens,ner_tags
50,Denali,1
50,stands,0
50,as,0
50,the,0
50,highest,0
50,peak,0
50,in,0
50,North,0
50,America,0
51,Elbrus,1
51,rises,0
51,as,0
51,the,0
51,highest,0
51,mountain,0
51,in,0
51,Russia,0
52,Kilimanjaro,1
52,remains,0
52,as,0
52,the,0
52,tallest,0
52,volcano,0
52,in,0
52,Africa,0
53,Aconcagua,1
53,stands,0
53,as,0
53,the,0
53,tallest,0
53,mountain,0
53,in,0
53,South,0
53,America,0
54,Logan,1
54,marks,0
54,the,0
54,highest,0
54,point,0
54,in,0
54,Canada,0
55,McKinley,1
55,formerly,0
55,known,0
55,as,0
55,Denali,1
55,is,0
55,the,0
55,tallest,0
55,peak,0
55,in,0
55,North,0
55,America,0
56,K2,1
56,stands,0
56,among,0
56,the,0
56,tallest,0
56,mountains,0
56,in,0
56,the,0
56,world,0
57,Matterhorn,1
57,rises,0
57,in,0
57,the,0
57,Alps,0
57,on,0
57,the,0
57,border,0
57,between,0
57,Switzerland,0
57,and,0
57,Italy,0
58,Mont,1
58,Blanc,2
58,is,0
58,the,0
58,highest,0
58,mountain,0
58,in,0
58,the,0
58,Alps,0
59,Mount,1
59,Fuji,2
59,is,0
59,an,0
59,iconic,0
59,volcano,0
59,in,0
59,Japan,0
60,Mount,1
60,Elbert,2
60,rises,0
60,as,0
60,the,0
60,highest,0
60,summit,0
60,in,0
60,the,0
60,Rockies,0
61,Mount,1
61,Kosciuszko,2
61,is,0
61,the,0
61,highest,0
61,peak,0
61,in,0
61,Australia,0
62,Mount,1
62,Olympus,2
62,rises,0
62,as,0
62,the,0
62,highest,0
62,mountain,0
62,in,0
62,Greece,0
63,Mount,1
63,Vinson,2
63,is,0
63,the,0
63,highest,0
63,mountain,0
63,in,0
63,Antarctica,0
64,Mount,1
64,Everest,2
64,stands,0
64,as,0
64,the,0
64,highest,0
64,mountain,0
64,in,0
64,the,0
64,world,0
65,Denali,1
65,formerly,0
65,known,0
65,as,0
65,Mount,0
65,McKinley,0
65,is,0
65,the,0
65,tallest,0
65,mountain,0
65,in,0
65,North,0
65,America,0
66,Kangchenjunga,1
66,rises,0
66,as,0
66,the,0
66,third,0
66,highest,0
66,mountain,0
66,in,0
66,the,0
66,world,0
67,Mount,1
67,Kilimanjaro,2
67,is,0
67,a,0
67,conical,0
67,mountain,0
67,in,0
67,Tanzania,0
68,Mount,1
68,Denali,2
68,rises,0
68,above,0
68,Alaska,0
69,Mount,1
69,Logan,2
69,dominates,0
69,the,0
69,landscape,0
69,of,0
69,Yukon,0
70,Mount,1
70,Olympus,2
70,represents,0
70,the,0
70,highest,0
70,point,0
70,in,0
70,Greece,0
71,Mount,1
71,Whitney,2
71,stands,0
71,as,0
71,the,0
71,tallest,0
71,mountain,0
71,in,0
71,California,0
72,Mount,1
72,Fuji,2
