id,tokens,ner_tags
0,Mount,1
0,Vesuvius,2
0,is,0
0,known,0
0,for,0
0,its,0
0,breathtaking,0
0,views,0
0,and,0
0,challenging,0
0,trails,0
1,Mount,1
1,Vesuvius,2
1,Mount,0
1,is,0
1,the,0
1,highest,0
1,peak,0
1,in,0
1,the,0
1,region,0
1,of,0
2,Mount,1
2,Matterhorn,2
2,has,0
2,a,0
2,rich,0
2,history,0
2,and,0
2,is,0
2,a,0
2,symbol,0
2,of,0
3,Mount,1
3,Matterhorn,2
3,is,0
3,located,0
3,in,0
3,the,0
3,beautiful,0
3,landscape,0
3,of,0
4,Mount,1
4,Whitney,2
4,Mount,0
4,is,0
4,the,0
4,highest,0
4,peak,0
4,in,0
4,the,0
4,region,0
4,of,0
5,Mount,1
5,K2,2
5,Mount,0
5,is,0
5,the,0
5,highest,0
5,peak,0
5,in,0
5,the,0
5,region,0
5,of,0
6,Mount,1
6,Olympus,2
6,offers,0
6,some,0
6,of,0
6,the,0
6,most,0
6,spectacular,0
6,hiking,0
6,routes,0
6,in,0
7,Mount,1
7,Mont Blanc,2
7,was,0
7,first,0
7,climbed,0
7,in,0
7,the,0
7,year,0
7,by,0
8,Mount,1
8,Kilimanjaro,2
8,was,0
8,first,0
8,climbed,0
8,in,0
8,the,0
8,year,0
8,by,0
9,Mount,1
9,Kilimanjaro,2
9,was,0
9,first,0
9,climbed,0
9,in,0
9,the,0
9,year,0
9,by,0
10,Mount,1
10,Elbrus,2
10,was,0
10,first,0
10,climbed,0
10,in,0
10,the,0
10,year,0
10,by,0
11,Mount,1
11,Cho Oyu,2
11,is,0
11,located,0
11,in,0
11,the,0
11,beautiful,0
11,landscape,0
11,of,0
12,Mount,1
12,K2,2
12,is,0
12,famous,0
12,for,0
12,its,0
12,snow-capped,0
12,peaks,0
12,and,0
12,alpine,0
12,flora,0
13,Mount,1
13,K2,2
13,was,0
13,first,0
13,climbed,0
13,in,0
13,the,0
13,year,0
13,by,0
14,Mount,1
14,Everest,2
14,is,0
14,famous,0
14,for,0
14,its,0
14,snow-capped,0
14,peaks,0
14,and,0
14,alpine,0
14,flora,0
15,Mount,1
15,Vesuvius,2
15,offers,0
15,some,0
15,of,0
15,the,0
15,most,0
15,spectacular,0
15,hiking,0
15,routes,0
15,in,0
16,Mount,1
16,Lhotse,2
16,is,0
16,located,0
16,in,0
16,the,0
16,beautiful,0
16,landscape,0
16,of,0
17,Mount,1
17,Denali,2
17,was,0
17,first,0
17,climbed,0
17,in,0
17,the,0
17,year,0
17,by,0
18,Mount,1
18,Makalu,2
18,is,0
18,famous,0
18,for,0
18,its,0
18,snow-capped,0
18,peaks,0
18,and,0
18,alpine,0
18,flora,0
19,Mount,1
19,Aconcagua,2
19,offers,0
19,some,0
19,of,0
19,the,0
19,most,0
19,spectacular,0
19,hiking,0
19,routes,0
19,in,0
20,Mount,1
20,K2,2
20,is,0
20,located,0
20,in,0
20,the,0
20,beautiful,0
20,landscape,0
20,of,0
21,Mount,1
21,Whitney,2
21,is,0
21,famous,0
21,for,0
21,its,0
21,snow-capped,0
21,peaks,0
21,and,0
21,alpine,0
21,flora,0
22,Mount,1
22,Mont Blanc,2
22,is,0
22,located,0
22,in,0
22,the,0
22,beautiful,0
22,landscape,0
22,of,0
23,Mount,1
23,Matterhorn,2
23,is,0
23,famous,0
23,for,0
23,its,0
23,snow-capped,0
23,peaks,0
23,and,0
23,alpine,0
23,flora,0
24,Mount,1
24,Denali,2
24,offers,0
24,some,0
24,of,0
24,the,0
24,most,0
24,spectacular,0
24,hiking,0
24,routes,0
24,in,0
25,Mount,1
25,Rainier,2
25,is,0
25,located,0
25,in,0
25,the,0
25,beautiful,0
25,landscape,0
25,of,0
26,Mount,1
26,Aconcagua,2
26,Mount,0
26,is,0
26,the,0
26,highest,0
26,peak,0
26,in,0
26,the,0
26,region,0
26,of,0
27,Mount,1
27,K2,2
27,has,0
27,a,0
27,rich,0
27,history,0
27,and,0
27,is,0
27,a,0
27,symbol,0
27,of,0
28,Mount,1
28,Mont Blanc,2
28,is,0
28,famous,0
28,for,0
28,its,0
28,snow-capped,0
28,peaks,0
28,and,0
28,alpine,0
28,flora,0
29,Mount,1
29,Matterhorn,2
29,has,0
29,a,0
29,rich,0
29,history,0
29,and,0
29,is,0
29,a,0
29,symbol,0
29,of,0
30,Mount,1
30,Matterhorn,2
30,Mount,0
30,is,0
30,the,0
30,highest,0
30,peak,0
30,in,0
30,the,0
30,region,0
30,of,0
31,Mount,1
31,Annapurna,2
31,Mount,0
31,is,0
31,the,0
31,highest,0
31,peak,0
31,in,0
31,the,0
31,region,0
31,of,0
32,Mount,1
32,Cho Oyu,2
32,was,0
32,first,0
32,climbed,0
32,in,0
32,the,0
32,year,0
32,by,0
33,Mount,1
33,Cho Oyu,2
33,is,0
33,famous,0
33,for,0
33,its,0
33,snow-capped,0
33,peaks,0
33,and,0
33,alpine,0
33,flora,0
34,Mount,1
34,Fuji,2
34,offers,0
34,some,0
