id,tokens,ner_tags
100,Many,0
100,climbers,0
100,dream,0
100,of,0
100,scaling,0
100,the,0
100,summit,0
100,of,0
100,a,0
100,great,0
100,peak,0
101,The,0
101,expedition,0
101,team,0
101,set,0
101,up,0
101,camp,0
101,at,0
101,the,0
101,base,0
101,of,0
102,The,0
102,expedition,0
102,team,0
102,set,0
102,up,0
102,camp,0
102,at,0
102,the,0
102,base,0
102,of,0
103,The,0
103,legend,0
103,of,0
103,revolves,0
103,around,0
103,the,0
103,mythical,0
103,creatures,0
103,of,0
104,is,0
104,famed,0
104,for,0
104,its,0
104,challenging,0
104,climbing,0
104,routes,0
104,and,0
104,unique,0
104,geology,0
105,Mount,1
105,Kilimanjaro,2
105,is,0
105,a,0
105,prominent,0
105,feature,0
105,in,0
105,the,0
105,landscape,0
105,of,0
106,is,0
106,famed,0
106,for,0
106,its,0
106,challenging,0
106,climbing,0
106,routes,0
106,and,0
106,unique,0
106,geology,0
107,The,0
107,hiking,0
107,trail,0
107,leads,0
107,to,0
107,a,0
107,beautiful,0
107,valley,0
107,near,0
108,Many,0
108,climbers,0
108,dream,0
108,of,0
108,scaling,0
108,the,0
108,summit,0
108,of,0
108,a,0
108,great,0
108,peak,0
109,The,0
109,expedition,0
109,team,0
109,set,0
109,up,0
109,camp,0
109,at,0
109,the,0
109,base,0
109,of,0
110,Mount,1
110,Annapurna,2
110,is,0
110,a,0
110,prominent,0
110,feature,0
110,in,0
110,the,0
110,landscape,0
110,of,0
111,Many,0
111,climbers,0
111,dream,0
111,of,0
111,scaling,0
111,the,0
111,summit,0
111,of,0
111,a,0
111,great,0
111,peak,0
112,The,0
112,legend,0
112,of,0
112,revolves,0
112,around,0
112,the,0
112,mythical,0
112,creatures,0
112,of,0
113,Many,0
113,climbers,0
113,dream,0
113,of,0
113,scaling,0
113,the,0
113,summit,0
113,of,0
113,a,0
113,great,0
113,peak,0
114,The,0
114,hiking,0
114,trail,0
114,leads,0
114,to,0
114,a,0
114,beautiful,0
114,valley,0
114,near,0
115,Mount,1
115,Olympus,2
115,is,0
115,a,0
115,prominent,0
115,feature,0
115,in,0
115,the,0
115,landscape,0
115,of,0
116,The,0
116,legend,0
116,of,0
116,revolves,0
116,around,0
116,the,0
116,mythical,0
116,creatures,0
116,of,0
117,The,0
117,hiking,0
117,trail,0
117,leads,0
117,to,0
117,a,0
117,beautiful,0
117,valley,0
117,near,0
118,Many,0
118,climbers,0
118,dream,0
118,of,0
118,scaling,0
118,the,0
118,summit,0
118,of,0
118,a,0
118,great,0
118,peak,0
119,is,0
119,famed,0
119,for,0
119,its,0
119,challenging,0
119,climbing,0
119,routes,0
119,and,0
119,unique,0
119,geology,0
120,Mount,1
120,Annapurna,2
120,is,0
120,a,0
120,prominent,0
120,feature,0
120,in,0
120,the,0
120,landscape,0
120,of,0
121,The,0
121,legend,0
121,of,0
121,revolves,0
121,around,0
121,the,0
121,mythical,0
121,creatures,0
121,of,0
122,Mount,1
122,K2,2
122,is,0
122,a,0
122,prominent,0
122,feature,0
122,in,0
122,the,0
122,landscape,0
122,of,0
123,Mount,1
123,Aconcagua,2
123,is,0
123,a,0
123,prominent,0
123,feature,0
123,in,0
123,the,0
123,landscape,0
123,of,0
124,The,0
124,hiking,0
